"","user","timestamp","message","channel","Team"
"101","U02H9L293M4",2021-11-02 08:36:19,"Noted <@U02J7P7FRM4> &amp; <@U02J0CKS2BZ> .
<@U02JNS6HDB9> will address it .","inprogress-troubleshoot","Organizing Team"
"102","U02H9L293M4",2021-11-17 11:48:06,"Please find herewith the Assessment Grid!
1. Jury/Mentor evaluation of your Pitches 
2. Mentor/Coach evaluation of your project documentation (Submissions made)","0_announcements_read_only","Organizing Team"
"103","U02H9L293M4",2021-10-26 21:04:29,"Hi <@U02JBG5JMK7> You don't have to fill in that column or address that aspect for tomorrow. Francois will be Elaborating on ''Theory of Change' and it will be discussed there.","ask_team_o17","Organizing Team"
"104","U02H9L293M4",2021-10-24 10:31:15,"Hi Amina, No one's assigned a team yet. You will receive further information tomorrow.","ask_team_o17","Organizing Team"
"105","U02H9L293M4",2021-10-21 08:22:19,"Noted. Thank you.","crowd4sdg-project","Organizing Team"
"106","U02H9L293M4",2021-10-26 11:35:29,"Hi <@U02JT3UPUE5> Either fill in the the same Canvas - just the first column which has questions, Or create your slides by answering these Questions. We leave it to you.","general","Organizing Team"
"107","U02H9L293M4",2021-10-21 12:13:50,"<!here> Those who are having trouble in signing up (non google account), please let me know !
<@U02JEFQUSBC> <@U02JGN48MS8> <@U02JTSE3ESV> further discussions on Innprogress, please continue in this channel.

if you have other issues related to InnProgress don't hesitate to share the Screenshot and Tag me here!
Thank you.","inprogress-troubleshoot","Organizing Team"
"108","U02H9L293M4",2021-11-08 21:46:13,"I am not sure if I have understood your question correctly","ask_a_coach","Organizing Team"
"109","U02H9L293M4",2021-11-02 15:10:59,"I received the invitation from Egbo on InnProgress with the project name Flood Prone detectors), can change that to Flood Rangers, if thats the name.","0_team_info","Organizing Team"
"110","U02H9L293M4",2021-11-02 15:12:34,"<!here> Request everyone to share their team names and a one line project description, so it's easy for coaches/mentors to have an idea on what you are working on.

please create team channels and add your coaches.","0_team_info","Organizing Team"
"111","U02H9L293M4",2021-10-20 15:52:13,"<!here> Video is here","crowd4sdg-project","Organizing Team"
"112","U02H9L293M4",2021-11-16 09:41:28,"<!here> Are you guys available at 10hGMT?","team-andapé-institute","Organizing Team"
"113","U02H9L293M4",2021-11-03 10:17:06,"noted <@U02K300F449>","0_team_info","Organizing Team"
"114","U02H9L293M4",2021-11-12 11:46:36,"Feel free to share your queries with him Lionceau.","team-women-for-sustainable-world","Organizing Team"
"115","U02H9L293M4",2021-10-20 17:39:53,"Camille has posted in <#C02HWLNR4NA|0_announcements_read_only>","crowd4sdg-project","Organizing Team"
"116","U02H9L293M4",2021-11-17 12:16:43,"<!here> Could you guys please reupload your presentation?","team-donate-water-project","Organizing Team"
"117","U02H9L293M4",2021-10-30 09:19:02,"Morning <@U02K45TM5GQ> you should have received an email with the links. <https://drive.google.com/drive/folders/1Pj0UeT5UpKjUxxmXsLGSnnhir9HMy_7o|here> it is anyways","ask_team_o17","Organizing Team"
"118","U02H9L293M4",2021-11-16 15:00:02,"If you have a prototype, if you intend to design a tool, a mock up of that would be great. If you are using the existing CSTools , please set up your project on that.","ask_team_o17","Organizing Team"
"119","U02H9L293M4",2021-10-20 17:34:48,"<@U02JGN48MS8> Can you please let me know which links you weren't able to access. In Any case you will be receiving an email shortly including all the information.
Can you please use the <#C02HNMTDHM5|ask_team_o17> for further queries.","crowd4sdg-project","Organizing Team"
"120","U02H9L293M4",2021-11-12 11:45:56,"<@U02J8QRNXJT> Created this channel for your project and have added Mentor <@U02KFCYC49F>","team-women-for-sustainable-world","Organizing Team"
"121","U02H9L293M4",2021-10-22 14:17:25,"Hello <@U02JTSE3ESV>, Yes","ask_team_o17","Organizing Team"
"122","U02H9L293M4",2021-10-21 12:16:08,"Moving this discussion to <#C02JSR006N5|inprogress-troubleshoot>","crowd4sdg-project","Organizing Team"
"123","U02H9L293M4",2021-10-20 16:30:02,"<https://innprogress.app.cern.ch/>","inprogress-troubleshoot","Organizing Team"
"124","U02H9L293M4",2021-11-17 12:19:34,"<!here> Could you please reupload your presentation? The Final Pitch deck","team-water-warriors","Organizing Team"
"125","U02HE3Q0B7X",2021-11-19 16:00:15,"Dear Team Women 4 Sustainable World(_*<@U02J8QRNXJT> (<#C02LNRHCXFS|women-4-sustainable-world>)*_ and other team who might benefits,

The jury, Ye Seong Shin, she wants to share this free giveway IoTs devices with us. check us on this link <https://www.linkedin.com/feed/update/urn:li:activity:6866568684618575872/>.","general","Organizing Team"
"126","U02HE3Q0B7X",2021-10-20 13:38:47,"SaBaiDee( a way of greeting in Lao). I am Pingpanya Phommilath( can call me Ping), from Vientiane, Laos. Right now I am based in Geneva, Switzerland. Happy to e-meet you in the Open17 Challenge! Welcome onboard on this exiting journey!","introductions","Organizing Team"
"127","U02HE3Q0B7X",2021-10-31 18:09:36,"Hey Rachael, ""Those most opposed to change are"" means a people who have (a possibility) to disagree with your project, doesn't have to be only a competitors. For example, if my project is to protect fish in the river to restore the ecosystem, the fishemen/fisherwomen can be the one who opposes to change, because they are the one relies on the fisheries and my project will have a negative impact on their life.","ask_team_o17","Organizing Team"
"128","U02HE3Q0B7X",2021-10-28 22:32:10,"Hi everyone, how are you guys doing? Just come into chit-chat and would like to know what is happening out there? FYI, feel free to talk about anything here:grin:","random","Organizing Team"
"129","U02HE3Q0B7X",2021-11-19 16:35:48,"","0_announcements_read_only","Organizing Team"
"131","U02HGCBP98S",2021-11-15 09:09:15,"<@U02J7P7FRM4> 4pm Paris!","general","Organizing Team"
"132","U02HGCBP98S",2021-11-15 09:11:04,"Join Zoom Meeting
<https://cern.zoom.us/j/5267345750?pwd=NlA1WXJxcWxPTnNuUjFZS0ljQTE5Zz09>","general","Organizing Team"
"133","U02HGCBP98S",2021-11-11 15:14:10,"<@U02JEFQUSBC> tomorrow Friday at 10am CET?","general","Organizing Team"
"135","U02HGCBP98S",2021-11-11 15:12:11,"<@U02JBG5JMK7> which timezone are you in? Would tomorrow Friday at 2pm CET work for you?","general","Organizing Team"
"136","U02HGCBP98S",2021-11-11 15:12:55,"<@U02J7P7FRM4> Monday at 4pm CET works for me :slightly_smiling_face: Shall we confirm that?","general","Organizing Team"
"141","U02HGCBP98S",2021-11-11 15:14:45,"Oh and CET is GMT+1, so one hour later here than what I think normally is used in the O17 context.","general","Organizing Team"
"142","U02HGCBP98S",2021-11-10 14:56:15,"Hey all, if your team wants a one on one session, let's say 20-60min chat online, let me know! I'd be happy to help you to be the best you can for next week's final presentations :slightly_smiling_face:","general","Organizing Team"
"145","U02HGCBP98S",2021-11-15 09:10:34,"<@U02JBG5JMK7> can you do 5pm CET? That's 5pm GMT+2.","general","Organizing Team"
"149","U02HZQN7B1V",2021-10-23 02:10:41,"I'm ready too. Representing the UpGet app/CitiCERN Project.
But I have not received any e-mail for the team formation.
<@U02H9L293M4>","inprogress-troubleshoot","A1: Up Get App/CitiCERN"
"150","U02HZQN7B1V",2021-11-05 21:46:02,"*beating the stigma around gender and gardening*:tiger:

Is gardening considered a _*""only-female"" activity*_ in your community?:thinking_face:
In this 50sec video I show you my collection of plants. :seedling:
Watch on Goodwall: <https://www.goodwall.io/posts/follow-me-in-this-new-5b56>

(Inspired from <https://mrplantgeek.com/2018/03/15/gender-sexuality-gardening/|Mr. PlantGeek Blog>)","random","A1: Up Get App/CitiCERN"
"151","U02HZQN7B1V",2021-10-20 15:00:34,":tada::rocket::raised_hands:","crowd4sdg-project","A1: Up Get App/CitiCERN"
"152","U02HZQN7B1V",2021-10-23 02:25:39,":mega::sports_medal:Join the *UpGet app - CitiCERN Project!*:rocket:
<!everyone>
_*""The app to build the smart cities of today and tomorrow.""*_

The team member must be:

• Enthusiastic and resilient :tiger:
• Technology and Design friendly :male-detective::female-detective:
• Customer focused :dart:
• Open to learn and to add value to the team through creative proposals:bulb:
• Time effective :alarm_clock: self-motivated and proactive:sports_medal:
VideoPitch:
<https://www.youtube.com/watch?v=VJF9kOefSwo>","general","A1: Up Get App/CitiCERN"
"153","U02HZQN7B1V",2021-10-23 02:25:52,":mega::sports_medal:Join the *UpGet app - CitiCERN Project!*:rocket:
*@todos*
_*""The app to build the smart cities of today and tomorrow.""*_

The team member must be:

• Enthusiastic and resilient :tiger:
• Technology and Design friendly :male-detective::female-detective:
• Customer focused :dart:
• Open to learn and to add value to the team through creative proposals:bulb:
• Time effective :alarm_clock: self-motivated and proactive:sports_medal:

VideoPitch:
<https://www.youtube.com/watch?v=VJF9kOefSwo>","step1_team_formation","A1: Up Get App/CitiCERN"
"154","U02HZQN7B1V",2021-11-05 16:53:03,"wow! Amazing, <@U02JEFGAJRG>!","general","A1: Up Get App/CitiCERN"
"155","U02HZQN7B1V",2021-11-05 21:46:54,"<@U02JD97KY4V>","random","A1: Up Get App/CitiCERN"
"156","U02HZQN7B1V",2021-10-23 02:32:53,":wave: Hola, this is Adolfo Romero at the UpGet app - CitiCERN Project.
:atom_symbol:I'm a Graduate in Physics from Baja California, México:flag-mx:.
:bulb:Master Student in Innovation Management.
:tiger:I like to train Kung-fu.

Nice to meet you!","introductions","A1: Up Get App/CitiCERN"
"157","U02HZQSS19V",2021-11-03 08:16:20,"Please find the updated one","climategenderjustice","C4: Climate Gender Justice"
"158","U02HZQSS19V",2021-10-25 05:07:07,"<@U02H9L293M4> I do not have a team till now, would it better for me to work on my project?","general","C4: Climate Gender Justice"
"160","U02HZQSS19V",2021-10-21 07:27:17,"<@U02H9L293M4> Hi I have created a project name ""Intersectionality of Climate Change and Gender Equity"" on InnProgress","crowd4sdg-project","C4: Climate Gender Justice"
"161","U02HZQSS19V",2021-10-26 07:42:06,"Hello guys !","climategenderjustice","C4: Climate Gender Justice"
"162","U02HZQT4EET",2021-11-16 18:40:31,"Hey, <@U02H9L293M4>, was that the last possible hour?","team-andapé-institute","C1: Andapé Institute"
"163","U02HZR35JSK",2021-11-15 12:59:24,"What should we write on ""institution name""?","0_announcements_read_only","B2: TEAM FOILED"
"164","U02HZR5FQVD",2021-11-03 08:53:06,"Same here.
I dont have acess to upload the slide to the drive folder.","0_announcements_read_only","A4: Flood Rangers"
"165","U02HZR5FQVD",2021-10-22 10:51:52,"Wow this is great.
Can we team up?","general","A4: Flood Rangers"
"166","U02HZR5FQVD",2021-11-09 04:40:12,"<@U02H9L293M4> please can you share thoughts on our project","flood-rangers","A4: Flood Rangers"
"167","U02HZR5FQVD",2021-10-22 11:57:25,"Hello, I am Sunday Egbo from Nigeria. I am a Public Health graduate. I am pationate about making change in my local community. I love writing and reserch. I am glad to be part of this programme.","introductions","A4: Flood Rangers"
"168","U02HZR5FQVD",2021-10-24 13:23:17,"Not yet","inprogress-troubleshoot","A4: Flood Rangers"
"169","U02HZR5FQVD",2021-11-04 23:14:18,"Hello everyone, I am Sunday Egbo from Nigeria. A public health practitioner. I am working with Amina on this project.","flood-rangers","A4: Flood Rangers"
"170","U02J0CKS2BZ",2021-11-03 07:41:38,"Okay, thanks","inprogress-troubleshoot","C3: WOMER"
"171","U02J0CKS2BZ",2021-11-02 05:52:08,"Okay, noted","inprogress-troubleshoot","C3: WOMER"
"172","U02J0CKS2BZ",2021-11-02 05:53:14,"Hi <@U02H9L293M4> can you help us sort this problem out??","inprogress-troubleshoot","C3: WOMER"
"174","U02J2JA0D89",2021-10-27 12:43:05,"Hey everyone!
Below you can find a brief overview of today’s agenda.
 
*Agenda for today:*
*14h00* - Welcome Note
*14h05* – Talk on the work of UNFPA on Gender and Climate Change by Dr. Angela Baschieri Policy Adviser at UNFPA
*14h30* - Introduction to Theory of Change Method by Francois Grey
*14h45* – Introduction to Crowdsourcing Tool Kit, Citizen Science Logger &amp; Citizen Science Project Builder by Rosy Mondardini
*15h00* - Project pitches by the Teams in breakout rooms
*15h50* - Expectations for next week &amp; wrap-up
*16h00* - End of Session
 
<https://docs.google.com/spreadsheets/d/1DYedoZ5K-hutLBuD5CSyYjR8KJ_Gmhwx/edit#gid=1273469503|Here> you can find the agenda for the upcoming sessions.
To ensure a smooth pitching session today, please upload your slides here with your team name : eg: &lt;A1:UpGetApp&gt; in the following link: <https://drive.google.com/drive/folders/1A5QrWqdwunqsaMpcY1v0guJN6A-v8rvY?usp=sharing>
See you later!","0_announcements_read_only","Organizing Team"
"175","U02J2JA0D89",2021-11-09 14:44:36,"Dear all, 

We hope you are making good progress in developing your ideas. To be prepared for our next session, please be aware of the following points:

*Details on the next session*
Our next session takes place on *Wednesday, 10th November 2021, 12h -14h  GMT*. 
You can join the zoom meeting by clicking at the link below.
<https://unige.zoom.us/j/69244814733?pwd=cW9UWWR6Rjd5UFpCeFVHTkVOdHMxZz09>
Meeting ID: 692 4481 4733
Passcode: 596635

*Homework*
Similar to last week, we kindly ask you to upload the slides for your pitches before the next session in this <https://drive.google.com/drive/folders/19-zKCxS3av3f7LHSdtnLOklxLl-wLrpE?usp=sharing|google drive folder>. Moreover, please remember that the presentations should not be longer than 5 minutes. For those anticipating connectivity issues, please feel free to send us a recording of your 5 min presentation, so that can be a backup. 

We are looking forward to meeting you again on Wednesday.:partying_face:","0_announcements_read_only","Organizing Team"
"176","U02J2JA0D89",2021-11-19 13:44:12,"Dear Participants,
 
CONGRATULATIONS!!! :partying_face: We are incredibly happy with all of your excellent presentations on Wednesday, and with the hard work you have put in so far, within the short five weeks. Both the Jury members and the mentors are highly impressed with your pitches and progress. While this is the end of this Open 17 Session, we hope this is not the end of your project.
 
The team is currently processing the inputs received from the jury members and the mentors. We aim to update the results and the next steps to all the participants by Friday, 26th November 2021.
Meanwhile within the next couple of days, we will share with you the summary of the feedback received from our Jury members.

For those who haven't done it yet, one last chance to upload your presentations, canvas and the one pager by end of today (19 November 2021),so you don’t lose out on your assessment. <https://drive.google.com/drive/folders/1QgtrYv1QPztZWvp7R-8Lfa52gV6xpKUE|Link to the drive>.
 
*SESSIONS PPT &amp; RECORDINGS*
<https://drive.google.com/drive/folders/1RFAJ_NaO5Izej2kzIssryqk3xwfAjlsn|Here> you can find the recording of all sessions as well as the slides of all our speakers. If you ever want to go back to look through them, you are more than welcome to do so.
 
To conclude, if you have any questions, please let us know.","0_announcements_read_only","Organizing Team"
"177","U02J2JA0D89",2021-11-04 09:29:19,"Dear All,

Well done to all of you at your 2nd pitch yesterday! We are excited to see how your projects are gaining in consistency and depth! Following today’s session, please read carefully the instructions below.

*1. HOMEWORK*
Try to understand your stakeholders and create Personas.
Based on your personas profile work on your Value Proposition.
Build the slides for next week’s 5min pitch based on this <https://docs.google.com/presentation/d/1a3vevNoApnhfBK0VSMflXDbSGbj21qdN/edit#slide=id.gfd22e1231e_0_15|Homework Canvas>.
Upload a one-min pitch on the goodwall platform and tag
 #Open17ClimateGenderWeek03.
Fill-in the weekly survey &amp; document your project in InnProgress.

*2. VIDEOS &amp; SLIDES*
Within the next few days we will upload all slides <https://drive.google.com/drive/folders/13QezeTraNFVQjV8JVOU3JWmUHiowmbNa|here>. Also, we update the folder with the <https://drive.google.com/drive/folders/1nw-iTxiUIWKqDVl50OdHFMWI0CMsffEb|zoom recordings>. If you ever need to go back to look through them, you are more than welcome to do so.

*3. PITCH UPLOAD &amp; SLACK*
Please make sure to upload your slides of <https://drive.google.com/drive/folders/1A5QrWqdwunqsaMpcY1v0guJN6A-v8rvY|last week’s> and <https://drive.google.com/drive/folders/1rmYTSyRZFs6p_R0ZOlaTGyuMFfuhT59S|this week’s pitch> in google drive. This is important since your pitches will be part of the overall evaluation in the end. Moreover, please remember to create team channels in slack to communicate with your teammates.

Have a lovely week!","0_announcements_read_only","Organizing Team"
"178","U02J2JA0D89",2021-10-31 12:19:56,"Hi Rachel!:sun_with_face: I suggest it is better if you could think of somthing unique. But it depends on how much effort this is for you. In any case, changing it now is less effort than doing it when the project is already on an advanced stage.","crowd4sdg-project","Organizing Team"
"179","U02J2JA0D89",2021-10-27 12:46:47,"The zoom link for today's session, is the same as last week:
<https://unige.zoom.us/j/69244814733?pwd=cW9UWWR6Rjd5UFpCeFVHTkVOdHMxZz09>
Meeting ID: 692 4481 4733
Passcode: 596635
We’re excited to hear your pitches. See you soon!","0_announcements_read_only","Organizing Team"
"180","U02J2JA0D89",2021-11-15 11:40:03,"Dear all O17 participants,

This is it! The Final Pitch - the culmination of your hard work over the last four weeks! As always, just some last pointers and information before we pitch in front of the jury. 

*Details on the next session*
Our next session takes place on *Wednesday, 17th November 2021, 12h -14h  GMT*. 
You can join the zoom meeting by clicking at the link below.
<https://unige.zoom.us/j/69244814733?pwd=cW9UWWR6Rjd5UFpCeFVHTkVOdHMxZz09>
Meeting ID: 692 4481 4733
Passcode: 596635

*Reminder for the deliverables*
Please do not forget to submit the following tasks *by today evening:* 
• Please upload a one minute pitch on Goodwall using the hashtag #Open17ClimateGenderFinal
• Fill up the project <https://bit.ly/O17Climate_Wk04_Canvas|Canvas> and upload it in the <https://drive.google.com/drive/folders/1QgtrYv1QPztZWvp7R-8Lfa52gV6xpKUE|homework folder> in google drive. 
Until next *Wednesday (17.11.21) morning,* please prepare the following
• Please prepare your final pitch (5 minutes) and upload the slides <https://drive.google.com/drive/u/0/folders/1QgtrYv1QPztZWvp7R-8Lfa52gV6xpKUE|here>. 
• Kindly, prepare a one pager that briefly explains your idea and upload it in <https://drive.google.com/drive/u/0/folders/1Nc-Q5vTJ6EcCUbd8uNol6ReyldMbPw3N|google drive.> We will hand out the one pagers to the jury in advance of the session to help them become familiar with your ideas. 
• Lastly, please share with us your team information (Change of Name, Team members and the link to your InnProgess project ) via this <https://docs.google.com/forms/d/e/1FAIpQLSeL6-VMYOKhPtubGWLXndaBIB_-0QNnEM3dvAM_ptuoT2szJw/viewform|form>, ASAP.
• It is mandatory, your team fills this form. 
*Information on the Pitch Day* 
We strongly recommend that you come online 10 minutes earlier, at 11:50 (GMT) so that we could be ready to GO at 12:00 (GMT)! Also, for those of you who will be sharing screen (presumably one person per team), you are more than welcome to come online between 11:00-11:30 (GMT) to test out your PPT and make sure things are running okay.

*Pitch order*
In order to accommodate every team pitching in the same room, we need to make sure the transition between each team goes smoothly and fast. Please be ready when the team before you starts. Once they are finished, one mentor will give a short comment and then it will be go-time for you! We will announce the order of the teams on *Wednesday, Nov 18th, morning*.



*Pitch evaluation criteria*
Your pitch will be evaluated on the basis of these four criteria: 
• Novelty - Is your project highly innovative /unique or based on a new concept?
• Relevance: Is the solution proposed relevant or potentially impactful?  
• Feasibility: Is the project implementable with reasonable time and effort?
• Crowdsourcing: Is there an effective crowdsourcing component?
Winners will be announced the following week, after receiving the evaluation from the Jury members, and after evaluating your submissions (Previous Slide decks, The Final Canvas).
That’s it! All the best on Wednesday - we are extremely excited to listen to each and every one of you pitch! If you have any questions, do not hesitate to get in touch with the Open17 team, either through Slack or email.","0_announcements_read_only","Organizing Team"
"181","U02J2JA0D89",2021-11-10 09:40:06,"Welcome:smiling_face_with_3_hearts:","0_announcements_read_only","Organizing Team"
"182","U02J2JA0D89",2021-11-01 15:21:11,"Dear All,

We hope you are all doing well. During the last days we assigned every team to a coach. Your coach will be your focal point. Feel free to reach out to them via slack whenever you have questions or need help with your project.<https://docs.google.com/spreadsheets/d/1DYedoZ5K-hutLBuD5CSyYjR8KJ_Gmhwx/edit#gid=1003685285| Here> you can see which coach is responsible for your team. 

*Details on the next session*
Our next session takes place on Wednesday, *November 3rd 2021, 12h -14h  GMT*. Please be aware that due to time changes in some countries the meeting might be one hour earlier for you from this week ongoing.
You can join the zoom meeting by clicking at the link below.
<https://unige.zoom.us/j/69244814733?pwd=cW9UWWR6Rjd5UFpCeFVHTkVOdHMxZz09>
Meeting ID: 692 4481 4733
Passcode: 596635

*Team Channels in Slack*
Please create a slack channel for your team which has your team name and add a one line description of your idea. You can use this channel for communicating with each other and your coaches. We recommend keeping your channel as a public channel. 

*Homework*
To ensure a smooth pitching session next Wednesday, please do not forget to upload the slides of your pitches before the next session in this<https://drive.google.com/drive/folders/1rmYTSyRZFs6p_R0ZOlaTGyuMFfuhT59S| google drive folder>. Moreover, please remember that the presentations should not be longer than 5 minutes.

Please upload a short pitch with your Team Name  on the goodwall platform with the following hashtag #Open17ClimateGenderWeek03

*Reminder*
Those of you who haven’t submitted their weekly surveys, please do so before tuesday. If you have any doubts regarding the surveys contact Camille via slack or use the channel exclusive for the Survey troubleshoot.

Those using Social Networks to share your work, please use #Open17ClimateGender 
If there are any questions please contact us on slack. We are looking forward to seeing you on Wednesday.","0_announcements_read_only","Organizing Team"
"183","U02J2JA0D89",2021-10-31 12:26:51,"Dear All,

Congratulations everyone for your amazing pitches last Wednesday, especially the newly formed teams, who collborated and presented within a short notice. Hope you all received a good feedback on your projects. We are excited to see how your projects are evolving and look forward to see your progress next week!
Following the last session, please read carefully the instructions below.

*1. COACHES*
You will be assigned coaches. They will be your focal point over the next few weeks. Reach out to them when needed.
 
*2. HOMEWORK*
Reflect on Theory of Change and the feedback you got today and fill in the yellow column of <https://docs.google.com/presentation/d/1E1-P_I0879AeDa6qO28spxVKvsasIiS6/edit?rtpof=true|this template>.The template is based on the <https://canvas.govlabacademy.org/|GOVLAB Canvas> shared by Francois, and for next week it is enough if you focus on the Second Column (Point Of View). Please prepare a 5 minute pitch based on that and upload your slides <https://drive.google.com/drive/folders/1rmYTSyRZFs6p_R0ZOlaTGyuMFfuhT59S|here> before the next session. Please time yourself well.
Create your project page in Inn-Progress and share your project url with Amudha via slack or add her as a mentor. 
If you encounter any problems or have any questions, please use the slack channel #Innnprogress-troubleshoot, and tag Oday or Amudha.
Please create team channels in slack and use them as much as possible.
 
*3. VIDEOS &amp; SLIDES*
You can find the recordings as well as all slides of our last session here:
<https://drive.google.com/drive/folders/1LSjOWJEp6mD9rCakJNtCGMEKf76_zVGk|Recordings >
<https://drive.google.com/drive/folders/1LSjOWJEp6mD9rCakJNtCGMEKf76_zVGk|Slides>
 
Enjoy the rest of your weekend. We are looking foreward to our next session alrealdy!","0_announcements_read_only","Organizing Team"
"184","U02J2JA0D89",2021-11-17 11:42:05,"<!here> please find below an updated version of the pitching order:","0_announcements_read_only","Organizing Team"
"185","U02J7P7FRM4",2021-10-27 02:56:31,"I have created the project in Inprogres :slightly_smiling_face:","inprogress-troubleshoot","C3: WOMER"
"186","U02J7P7FRM4",2021-11-14 10:23:40,"<@U02HGCBP98S> 4 pm in what time frame? I am in Paris. Please let me know :)","general","C3: WOMER"
"187","U02J7P7FRM4",2021-11-09 10:08:15,"Hi coach, we have a question about get the insights from personas. We contacted some people but  meeting will be in 2 weeks. Also, we found some interviews and podcast where organisations and people involved talked about the situation, and in this moment we are attending some conferences online of the COP26.  Can we use the insights from those resources (interviews, podcast, cop26)  to develop the persona? 
<@U02H9L293M4>  <@U02J0CKS2BZ>","ask_a_coach","C3: WOMER"
"188","U02J7P7FRM4",2021-11-02 02:36:15,"Hi, there are some problems in the platform. I work on Ubuntu 20.04.03 and Firefox:
-The update function is not working properly. Some elements don't show the updates and images uploaded
-Take too much time to update an element, and updating elements using Google Chrome take between 10  to 25 seconds to update a simple task
<@U02J0CKS2BZ>","inprogress-troubleshoot","C3: WOMER"
"189","U02J7P7FRM4",2021-11-15 09:42:13,"<@U02HGCBP98S>  5 pm is ok for me! Thank you! I got the link :slightly_smiling_face:","general","C3: WOMER"
"190","U02J7P7FRM4",2021-11-14 10:19:26,"Hi <@U02HGCBP98S>, Sorry for not confirming you right away. Monday at 4pm will be great!! <@U02J0CKS2BZ>","general","C3: WOMER"
"191","U02J7P7FRM4",2021-11-10 16:01:48,"Hi Laura, thank you for your support. I would like to have it!  It's possible on the afternoon Monday after 4pm?","general","C3: WOMER"
"192","U02J7P7FRM4",2021-11-02 12:14:23,"Also, I use Chrome and its worse the time waiting","inprogress-troubleshoot","C3: WOMER"
"193","U02J7P7FRM4",2021-11-02 09:01:57,"Hi Amudha, I didn't see a  public option. Instead, I add you as a Mentor in the project. 
If exist the option please let me know. Thanks :slightly_smiling_face:","inprogress-troubleshoot","C3: WOMER"
"194","U02J8QRNXJT",2021-11-15 12:23:46,"<@U02KFCYC49F> Thank you for replying . Here is what I have done by introducing all your comments. Please let me know what I should keep or remove to have the best project.","team-women-for-sustainable-world","B4: Women 4 Sustainable World"
"195","U02J8QRNXJT",2021-11-12 18:41:07,"<@U02KFCYC49F> Can I get from you a specific pitch canvas that can serve me as an example ?","team-women-for-sustainable-world","B4: Women 4 Sustainable World"
"196","U02J8QRNXJT",2021-11-12 18:39:58,"You will have my feed back late tomorrow afternoon","team-women-for-sustainable-world","B4: Women 4 Sustainable World"
"197","U02J8QRNXJT",2021-11-12 18:32:06,"Honoured I'm to read you. I will take into account all your advices.","team-women-for-sustainable-world","B4: Women 4 Sustainable World"
"198","U02J8QRNXJT",2021-11-09 09:32:15,"hello everyone, here are my pitch and my canvas, feel free please to let me know what can be done to improve my project.","women-4-sustainable-world","B4: Women 4 Sustainable World"
"199","U02J8QRNXJT",2021-11-08 14:28:22,"hello everyone ; I'm meeting an issue to fill the persona canvas , I'm talking about the third page. should I fill it with image or with word ?","women-4-sustainable-world","B4: Women 4 Sustainable World"
"200","U02J8QRNXJT",2021-10-24 11:05:48,"After creating a team, are we supposed to have one pitch per team even our projects are different from the beginning? Or we are supposed to discuss the case to shape each project? I'm talking of course about those who applied alone.","general","B4: Women 4 Sustainable World"
"201","U02J8QRNXJT",2021-10-24 10:22:21,"Good morning everyone, I trust you are having a good day. I would like to know if the project we are currently working on, its ultimate goal is to evolve into a social enterprise or a Non-Governmental Organization?","general","B4: Women 4 Sustainable World"
"202","U02J8QRNXJT",2021-11-12 18:37:23,"I think to remove the second session of the mobile app which concerning the training of women on making ecological stoves and how to produce certified seed.","team-women-for-sustainable-world","B4: Women 4 Sustainable World"
"203","U02J8QRNXJT",2021-10-22 09:05:54,"I have faced the same issue but I signed up with a google account and it works","crowd4sdg-project","B4: Women 4 Sustainable World"
"204","U02J8QRNXJT",2021-11-03 06:57:45,"here are the documents that i product for my project W4SW. Your comments are welcome please","women-4-sustainable-world","B4: Women 4 Sustainable World"
"205","U02JB5Z745T",2021-10-20 15:47:25,"Here is the video about the challenges, for review before the next session","crowd4sdg-project","Organizing Team"
"206","U02JB5Z745T",2021-11-10 18:17:07,"Hi Gokul - fantastic you made it there. Look out for our Master student <@U02JT0B8E9E> :)","general","Organizing Team"
"207","U02JB5Z745T",2021-11-10 18:16:09,"It means a summary of your project in writing, on a single page. You may include an illustration if you like.","ask_team_o17","Organizing Team"
"208","U02JBG5JMK7",2021-11-10 15:02:04,"hey! I'm from Andapé Institute. We'd love to have it :))","general","C1: Andapé Institute"
"211","U02JBG5JMK7",2021-11-10 15:12:20,"i have a question related to ONE PAGER: what does it mean?","ask_team_o17","C1: Andapé Institute"
"212","U02JBG5JMK7",2021-11-16 18:43:26,"<@U02H9L293M4> if you know anyone disponible, please let us know :sleepy:","team-andapé-institute","C1: Andapé Institute"
"213","U02JBG5JMK7",2021-10-26 21:02:38,"what does POINT OF VIEW means? which point of view i have to take place in my slides?","ask_team_o17","C1: Andapé Institute"
"216","U02JBG5JMK7",2021-11-12 22:48:18,"i'm from brazil
i think it would be fine if it's like 2-4pm there, tell me if can, and thank you so much for the support","general","C1: Andapé Institute"
"217","U02JBG5JMK7",2021-11-15 15:46:35,"told me that*","general","C1: Andapé Institute"
"218","U02JBG5JMK7",2021-11-16 16:42:43,"i can't :confused:","team-andapé-institute","C1: Andapé Institute"
"219","U02JBG5JMK7",2021-11-15 15:44:03,"hello! i'd like to have one. My team is Andapé Institute.","0_announcements_read_only","C1: Andapé Institute"
"220","U02JBG5JMK7",2021-11-16 15:48:48,"is that the last one?","team-andapé-institute","C1: Andapé Institute"
"222","U02JBG5JMK7",2021-11-15 15:46:19,"Laura, my team got some family problems and told me tanto they would prefer it later. Thank you so much for the help","general","C1: Andapé Institute"
